Order,Section,Operation,Type,Required Resources,Duration (min),Start Time (min),End Time (min),Cost (€)
1,Shared,S40_00001_Jig in,Manual,"Crane (1), Transportation Tooling (1)",60,0,60,140
2,Shared,S40_01001_Set up working environment,Manual,"Station (1), Mechanical Operator (1), Station Platform (1)",10,60,70,255
3,Quarter section 1,S40_02001_Set in position Rails and LFT,Auto,"Station (1), Automation Operator (2), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",10,70,80,330
4,Quarter section 1,S40_04001_Camera at stating holes,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",15,80,95,330
5,Quarter section 1,"S40_04002_Drilling orbital 4,8",Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",125,95,220,495
6,Quarter section 1,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1)",20,220,240,330
7,Quarter section 1,S40_04010_Riveting buttstraps and stabiliser automatic,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",90,240,330,495
8,Quarter section 1,"S40_04012_Deburring int, positioning, attach them automatic",Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",25,330,355,330
9,Quarter section 2,S40_04003_Drilling template install,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,355,380,310
10,Quarter section 2,S40_04004_Fixation drilling template suite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",30,380,410,310
11,Quarter section 2,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Station Platform (1), Hand Drilling Machine (2)",185,410,595,440
12,Quarter section 2,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,595,620,310
13,Quarter section 2,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2)",15,620,635,260
14,Quarter section 2,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Mechanical Operator (2), Station Platform (1)",35,635,670,250
15,Quarter section 2,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Mechanical Operator (2), Station Platform (1)",180,670,850,350
16,Quarter section 2,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Mechanical Operator (2), Station Platform (1)",45,850,895,290
17,Quarter section 3,S40_04001_Camera at stating holes,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",15,895,910,330
18,Quarter section 3,"S40_04002_Drilling orbital 4,8",Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",125,910,1035,495
19,Quarter section 3,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1)",20,1035,1055,330
20,Quarter section 3,S40_04010_Riveting buttstraps and stabiliser automatic,Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",90,1055,1145,495
21,Quarter section 3,"S40_04012_Deburring int, positioning, attach them automatic",Auto,"Station (1), Automation Operator (1), Light Flex Track Rail (1), Station Platform (1), Light Flex Track Robot (1)",25,1145,1170,330
22,Quarter section 4,S40_04003_Drilling template install,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,1170,1195,310
23,Quarter section 4,S40_04004_Fixation drilling template suite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",30,1195,1225,310
24,Quarter section 4,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Station Platform (1), Hand Drilling Machine (2)",185,1225,1410,440
25,Quarter section 4,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,1410,1435,310
26,Quarter section 4,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2)",15,1435,1450,260
27,Quarter section 4,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Mechanical Operator (2), Station Platform (1)",35,1450,1485,250
28,Quarter section 4,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Mechanical Operator (2), Station Platform (1)",180,1485,1665,350
29,Quarter section 4,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Mechanical Operator (2), Station Platform (1)",45,1665,1710,290
30,Shared,S40_02002_Cleanup and add sealant,Manual,"Mechanical Operator (2), Station Platform (1)",35,1710,1745,250
31,Shared,S40_02003_Inspection,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",55,1745,1800,310
32,Shared,S40_00002_Jig out,Manual,"Crane (1), Transportation Tooling (1)",60,1800,1860,140
