Order,Section,Operation,Type,Required Resources,Duration (min),Start Time (min),End Time (min),Cost (€)
1,Shared,S40_00001_Jig in,Manual,"Crane (1), Transportation Tooling (1), Station Platform (1)",60,0,60,210
2,Shared,S40_01001_Set up working environment,Manual,"Mechanical Operator (1), Station (1), Station Platform (1)",10,60,70,180
3,Shared,S40_02001_Set in position Rails and LFT,Automatic,"Automation Operator (2), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",10,70,80,610
4,Quarter section 1,S40_04001_Camera at stating holes,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",15,80,95,435
5,Quarter section 1,"S40_04002_Drilling orbital 4,8",Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",125,95,220,3625
6,Quarter section 1,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",20,220,240,580
7,Quarter section 1,S40_04010_Riveting buttstraps and stabiliser automatic,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",90,240,330,2610
8,Quarter section 1,"S40_04012_Deburring int, positioning, attach them automatic",Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",25,330,355,725
9,Quarter section 1,S40_04014_Deinstall LFT and rails,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",35,355,390,1015
10,Quarter section 2,S40_04001_Camera at stating holes,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",15,390,405,435
11,Quarter section 2,"S40_04002_Drilling orbital 4,8",Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",125,405,530,3625
12,Quarter section 2,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",20,530,550,580
13,Quarter section 2,S40_04010_Riveting buttstraps and stabiliser automatic,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",90,550,640,2610
14,Quarter section 2,"S40_04012_Deburring int, positioning, attach them automatic",Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",25,640,665,725
15,Quarter section 2,S40_04014_Deinstall LFT and rails,Automatic,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",35,665,700,1015
16a,Quarter section 3,S40_04003_Drilling template install,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",25,700,725,510
16b,Quarter section 4,S40_04003_Drilling template install,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",25,700,725,510
17a,Quarter section 3,S40_04004_Fixation drilling template suite manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1)",30,725,755,610
17b,Quarter section 4,S40_04004_Fixation drilling template suite manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1)",30,725,755,610
18a,Quarter section 3,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1), Hand Drilling Machine (2)",185,755,940,3710
18b,Quarter section 4,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1), Hand Drilling Machine (2)",185,755,940,3710
19a,Quarter section 3,S40_04006_Deinstall drilling template,Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1)",25,940,965,510
19b,Quarter section 4,S40_04006_Deinstall drilling template,Manual,"Mechanical Operator (2), Station (1), Station Platform (1), Drilling Template (1)",25,940,965,510
20a,Quarter section 3,S40_04007_Set in position temporary fastener,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",15,965,980,310
20b,Quarter section 4,S40_04007_Set in position temporary fastener,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",15,965,980,310
21a,Quarter section 3,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",35,980,1015,710
21b,Quarter section 4,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",35,980,1015,710
22a,Quarter section 3,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",180,1015,1195,3610
22b,Quarter section 4,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",180,1015,1195,3610
23a,Quarter section 3,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",45,1195,1240,910
23b,Quarter section 4,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",45,1195,1240,910
24,Shared,S40_02002_Cleanup and add sealant,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",35,1240,1275,710
25,Shared,S40_02003_Inspection,Manual,"Mechanical Operator (2), Station (1), Station Platform (1)",55,1275,1330,1110
26,Shared,S40_00002_Jig out,Manual,"Crane (1), Transportation Tooling (1), Station Platform (1)",60,1330,1390,210
