Order,Section,Operation,Type,Required Resources,Duration (min),Start Time (min),End Time (min),Cost (€)
1,Shared,S40_00001_Jig in,Manual,"Crane (1), Transportation Tooling (1)",60,0,60,15.00
2,Shared,S40_01001_Set up working environment,Manual,"Station (1), Mechanical Operator (1)",10,60,70,1.67
3a,Quarter section 1,S40_02001_Set in position Rails and LFT,Auto,"Automation Operator (2), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1)",10,70,80,3.33
3a,Quarter section 1,S40_04001_Camera at stating holes,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1)",15,80,95,5.00
3a,Quarter section 1,"S40_04002_Drilling orbital 4,8",Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",125,95,220,41.67
3a,Quarter section 1,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",20,220,240,6.67
3a,Quarter section 1,S40_04010_Riveting buttstraps and stabiliser automatic,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",90,240,330,30.00
3a,Quarter section 1,"S40_04012_Deburring int, positioning, attach them automatic",Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",25,330,355,8.33
3a,Quarter section 1,S40_04014_Deinstall LFT and rails,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",35,355,390,11.67
3b,Quarter section 2,S40_04003_Drilling template install,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,70,95,4.17
3b,Quarter section 2,S40_04004_Fixation drilling template suite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",30,95,125,5.00
3b,Quarter section 2,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Station Platform (1), Hand Drilling Machine (2)",185,125,310,30.83
3b,Quarter section 2,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Station Platform (1)",25,310,335,4.17
3b,Quarter section 2,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2)",15,335,350,2.50
3b,Quarter section 2,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Station (1), Mechanical Operator (2)",35,350,385,5.83
3b,Quarter section 2,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Station (1), Mechanical Operator (2)",180,385,565,30.00
3b,Quarter section 2,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Station (1), Mechanical Operator (2)",45,565,610,7.50
4,Quarter section 3,S40_02001_Set in position Rails and LFT,Auto,"Automation Operator (2), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1)",10,390,400,3.33
4,Quarter section 3,S40_04001_Camera at stating holes,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1)",15,400,415,5.00
4,Quarter section 3,"S40_04002_Drilling orbital 4,8",Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",125,415,540,41.67
4,Quarter section 3,S40_04008_Set up the fixations LGP/Hi-Lite automatic,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",20,540,560,6.67
4,Quarter section 3,S40_04010_Riveting buttstraps and stabiliser automatic,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",90,560,650,30.00
4,Quarter section 3,"S40_04012_Deburring int, positioning, attach them automatic",Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",25,650,675,8.33
4,Quarter section 3,S40_04014_Deinstall LFT and rails,Auto,"Automation Operator (1), Station (1), Light Flex Track Rail (1), Light Flex Track Robot (1), Station Platform (1)",35,675,710,11.67
5a,Quarter section 4,S40_04003_Drilling template install,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",25,610,635,4.17
5a,Quarter section 4,S40_04004_Fixation drilling template suite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",30,635,665,5.00
5a,Quarter section 4,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Station Platform (1), Hand Drilling Machine (2)",185,665,850,30.83
5a,Quarter section 4,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Station Platform (1)",25,850,875,4.17
5a,Quarter section 4,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2)",15,875,890,2.50
5a,Quarter section 4,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Station (1), Mechanical Operator (2)",35,890,925,5.83
5a,Quarter section 4,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Station (1), Mechanical Operator (2)",180,925,1105,30.00
5a,Quarter section 4,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Station (1), Mechanical Operator (2)",45,1105,1150,7.50
6,Shared,S40_02002_Cleanup and add sealant,Manual,"Station (1), Mechanical Operator (2)",35,710,745,5.83
7,Shared,S40_02003_Inspection,Manual,"Station (1), Mechanical Operator (2)",55,745,800,9.17
8,Shared,S40_00002_Jig out,Manual,"Crane (1), Transportation Tooling (1)",60,800,860,15.00
